㐀	(丘|㐀|丠|坵)
鋏	(铗|鋏)
鋑	(鐫|鑴|鋑|镌)
鋒	(锋|鋒)
鋙	(铻|鋙)
鋝	(锊|鋝)
鋟	(锓|鋟)
鋣	(铘|鋣)
鋤	(耡|鉏|锄|鋤)
鋥	(锃|鋥)
鋦	(锔|鋦)
鋨	(锇|鋨)
鋩	(铓|鋩)
鋪	(舖|舗|铺|鋪)
鋭	(銳|鋭|锐)
鋮	(铖|鋮)
鋯	(锆|鋯)
鋰	(锂|鋰)
鋱	(铽|鋱)
鋳	(鑄|鋳|铸)
鋶	(锍|鋶)
鋸	(锯|鋸)
鋼	(钢|鋼)
錁	(锞|錁)
錂	(𨱋|錂)
錄	(录|録|錄|錄)
錆	(锖|錆)
錇	(锫|錇)
錈	(锩|錈)
錋	(镚|錋|鏰|斆|敩|斅|𢽾)
錏	(铔|錏)
錐	(锥|錐)
錒	(锕|錒)
錕	(锟|錕)
錘	(鎚|锤|錘)
錙	(锱|錙)
錚	(铮|錚)
錛	(锛|錛)
錟	(锬|錟)
錠	(锭|錠)
錡	(锜|錡)
錢	(銭|钱|錢)
錦	(锦|錦)
錨	(锚|錨)
錩	(锠|錩)
錫	(锡|錫|钖|鍚)
錬	(煉|炼|錬|煉)
錮	(锢|錮)
錯	(错|錯)
録	(錄|录|録|錄)
錳	(锰|錳)
錶	(表|錶)
錸	(铼|錸)
錽	(鋄|錽)
錾	(鏨|錾)
鍀	(锝|鍀)
鍃	(锪|鍃)
鍄	(𨱉|鍄)
鍆	(钔|鍆)
鍇	(锴|鍇)
鍈	(锳|鍈)
鍉	(匙|鍉)
鍊	(鍊|鍊)
鍋	(锅|鍋)
鍍	(镀|鍍)
鍔	(锷|鍔)
鍘	(铡|鍘)
鍚	(钖|鍚|锡|錫)
鍛	(煅|锻|鍛)
鍜	(煆|鍜)
鍠	(锽|鍠)
鍤	(锸|鍤)
鍥	(锲|鍥)
鍩	(锘|鍩)
鍫	(鍬|鍫|锹)
鍬	(鍫|锹|鍬)
鍮	(𨱎|鍮)
鍰	(鐶|锾|鍰|镮)
鍵	(键|鍵)
鍶	(锶|鍶)
鍺	(锗|鍺)
鍼	(箴|針|鍼|针)
鍾	(鈡|鐘|钟|锺|鍾)
鎂	(镁|鎂)
鎄	(锿|鎄)
鎇	(镅|鎇)
鎊	(镑|鎊)
鎋	(轄|辖|鎋)
鎌	(鐮|劆|鎌|镰)
鎏	(鏐|鎏|镠)
鎒	(耨|鎒)
鎔	(熔|镕|鎔)
鎖	(鎻|鏁|锁|鎖)
鎘	(镉|鎘)
鎙	(槊|鎙)
鎚	(錘|鎚|锤)
鎛	(镈|鎛)
鎝	(𨱏|鎝)
鎡	(镃|鎡)
鎢	(钨|鎢)
鎣	(蓥|鎣)
鎦	(镏|鎦)
鎧	(铠|鎧)
鎩	(铩|鎩)
鎪	(锼|鎪)
鎬	(镐|鎬)
鎭	(鎮|鎭|镇)
鎮	(鎭|镇|鎮)
鎯	(𨱍|鎯)
鎰	(镒|鎰)
鎲	(镋|鎲|钂)
鎳	(镍|鎳)
鎵	(镓|鎵)
鎶	(鿔|鎶)
鎷	(𨰾|鎷)
鎻	(鎖|鎻|鏁|锁)
鎿	(镎|鎿)
鏁	(鎖|鎻|鏁|锁)
鏃	(镞|鏃)
鏆	(𨱌|鏆)
鏇	(镟|鏇)
鏈	(链|鏈)
鏉	(𨱒|鏉)
鏌	(镆|鏌)
鏍	(镙|鏍)
鏐	(鎏|镠|鏐)
鏑	(镝|鏑)
鏗	(铿|鏗)
鏘	(锵|鏘)
鏜	(镗|鏜)
鏝	(镘|鏝)
鏞	(镛|鏞)
鏟	(剗|剷|铲|刬|鏟)
鏡	(镜|鏡)
鏢	(鑣|镖|鏢|镳)
鏤	(镂|鏤)
鏥	(銹|鏽|鏥|锈)
鏦	(𫓩|鏦)
鏨	(錾|鏨)
鏰	(斆|镚|敩|斅|鏰|錋|𢽾)
鏵	(铧|鏵)
鏷	(镤|鏷)
鏹	(镪|鏹)
鏺	(䥽|鏺)
鏽	(銹|鏥|锈|鏽)
鏾	(𠜎|鏾)
鐀	(匱|櫃|匮|樻|鐀|饋|柜|餽|馈)
鐃	(铙|鐃)
鐄	(𨱑|鐄)
鐋	(铴|鐋)
鐍	(𫔎|鐍)
鐎	(𨱓|鐎)
鐏	(𨱔|鐏)
鐐	(镣|鐐)
鐒	(铹|鐒)
鐓	(镦|鐓)
鐔	(镡|鐔)
鐘	(鍾|钟|鈡|鐘|锺)
鐙	(镫|鐙)
鐠	(镨|鐠)
鐡	(鐵|鉄|銕|鐡|铁)
鐥	(䦅|鐥)
鐦	(锎|鐦)
鐧	(锏|鐧)
鐨	(镄|鐨)
鐫	(鋑|鑴|镌|鐫)
鐮	(劆|鎌|镰|鐮)
鐯	(䦃|鐯)
鐲	(镯|鐲)
鐳	(镭|鐳)
鐵	(鉄|銕|鐡|铁|鐵)
鐶	(鍰|镮|鐶|锾)
鐸	(鈬|铎|鐸)
鐺	(铛|鐺)
鐿	(镱|鐿)
鑄	(鋳|铸|鑄)
鑈	(鿭|鉨|鑈)
鑊	(镬|鑊)
鑌	(镔|鑌)
鑑	(鑒|鉴|鑑)
鑒	(鉴|鑑|鑒)
鑔	(镲|鑔)
鑕	(锧|鑕)
鑚	(鑽|鉆|鑚|钻|鉗|箝|钳)
鑛	(礦|矿|砿|鉱|鑛)
鑞	(镴|鑞)
鑠	(铄|鑠)
鑢	(䥨|鑢)
鑣	(鏢|镳|鑣|镖)
鑥	(镥|鑥)
鑭	(镧|鑭)
鑰	(钥|鑰)
鑱	(镵|鑱)
鑲	(镶|鑲)
鑴	(鋑|鐫|鑴|镌)
鑵	(罐|礶|缶|鑵|缻)
鑷	(镊|鑷)
鑹	(镩|鑹)
鑼	(锣|鑼)
鑽	(鉆|鑚|钻|鉗|鑽|箝|钳)
鑾	(銮|鑾)
鑿	(凿|鑿)
钁	(镢|钁)
钂	(镋|鎲|钂)
钅	(金|釒|钅|金)
钆	(釓|钆)
钇	(釔|钇)
针	(針|箴|鍼|针)
钉	(釘|钉)
钊	(釗|钊)
钋	(釙|钋)
钌	(釕|钌)
钍	(釷|钍)
钎	(釺|钎)
钏	(釧|钏)
钐	(釤|钐)
钑	(鈒|钑)
钒	(釩|钒)
钓	(釣|钓)
钔	(鍆|钔)
钕	(釹|钕)
钖	(鍚|锡|钖|錫)
钗	(釵|叉|钗)
钘	(鈃|钘)
钙	(鈣|钙)
钚	(鈈|钚)
钛	(鈦|钛)
钜	(巨|鉅|钜)
钝	(鈍|钝)
钞	(鈔|钞)
钟	(鍾|鐘|鈡|钟|锺)
钠	(鈉|钠)
钡	(鋇|钡)
钢	(鋼|钢)
钣	(鈑|钣)
钤	(鈐|钤)
钥	(鑰|钥)
钦	(欽|钦)
钧	(鈞|銁|钧)
钨	(鎢|钨)
钩	(鉤|鈎|钩)
钪	(鈧|钪)
钫	(鈁|钫)
钬	(鈥|钬)
钭	(鈄|钭)
钮	(鈕|钮)
钯	(鈀|耙|钯)
钰	(鈺|钰)
钱	(錢|銭|钱)
钲	(鉦|钲)
钳	(箝|鉗|钳|鉆|鑽|鑚|钻)
钴	(鈷|钴)
钵	(缽|鉢|钵)
钶	(鈳|钶)
钷	(鉕|钷)
钸	(鈽|钸)
钹	(鈸|钹)
钺	(鉞|戉|钺)
钻	(鑽|鉆|鑚|钻|鉗|箝|钳)
钼	(鉬|钼)
钽	(鉭|钽)
钾	(鉀|钾)
钿	(鈿|钿)
铀	(鈾|铀)
铁	(鐵|鉄|銕|鐡|铁)
铂	(鉑|铂)
铃	(鈴|铃|鈴)
铄	(鑠|铄)
铅	(鉛|鈆|铅)
铆	(鉚|铆)
铇	(鉋|刨|铇)
铈	(鈰|铈)
铉	(鉉|铉)
铊	(鉈|砣|铊|𥓿)
铋	(鉍|铋)
铌	(鈮|铌)
铍	(鈹|铍)
铎	(鐸|鈬|铎)
铏	(鉶|铏)
铐	(銬|铐)
铑	(銠|铑)
铒	(鉺|铒)
铓	(鋩|铓)
铔	(錏|铔)
铕	(銪|铕)
铖	(鋮|铖)
铗	(鋏|铗)
铘	(鋣|铘)
铙	(鐃|铙)
铚	(銍|铚)
铛	(鐺|铛)
铜	(銅|铜)
铝	(鋁|铝)
铞	(銱|铞)
铟	(銦|铟)
铠	(鎧|铠)
铡	(鍘|铡)
铢	(銖|铢)
铣	(銑|铣)
铤	(鋌|铤)
铥	(銩|铥)
铦	(銛|铦)
铧	(鏵|铧)
铨	(銓|铨)
铩	(鎩|铩)
铪	(鉿|铪)
铫	(銚|铫)
铬	(鉻|铬)
铭	(銘|铭)
铮	(錚|铮)
铯	(銫|铯)
铰	(鉸|铰)
铱	(銥|铱)
铲	(鏟|剗|剷|铲|刬)
铳	(銃|铳)
铴	(鐋|铴)
铵	(銨|铵)
银	(銀|银)
铷	(銣|铷)
铸	(鑄|鋳|铸)
铹	(鐒|铹)
铺	(鋪|舖|舗|铺)
铻	(鋙|铻)
铼	(錸|铼)
铽	(鋱|铽)
链	(鏈|链)
铿	(鏗|铿)
销	(銷|销)
锁	(鎖|鎻|鏁|锁)
锂	(鋰|锂)
锃	(鋥|锃)
锄	(鋤|耡|鉏|锄)
锅	(鍋|锅)
锆	(鋯|锆)
锇	(鋨|锇)
锈	(鏽|銹|鏥|锈)
锉	(銼|剉|锉)
锊	(鋝|锊)
锋	(鋒|锋)
锌	(鋅|锌)
锍	(鋶|锍)
锎	(鐦|锎)
锏	(鐧|锏)
锐	(銳|鋭|锐)
锑	(銻|锑)
锒	(鋃|锒)
锓	(鋟|锓)
锔	(鋦|锔)
锕	(錒|锕)
锖	(錆|锖)
锗	(鍺|锗)
锘	(鍩|锘)
错	(錯|错)
锚	(錨|锚)
锛	(錛|锛)
锜	(錡|锜)
锝	(鍀|锝)
锞	(錁|锞)
锟	(錕|锟)
锠	(錩|锠)
锡	(錫|钖|锡|鍚)
锢	(錮|锢)
锣	(鑼|锣)
锤	(錘|鎚|锤)
锥	(錐|锥)
锦	(錦|锦)
锧	(鑕|锧)
锨	(杴|锨)
锩	(錈|锩)
锪	(鍃|锪)
锫	(錇|锫)
锬	(錟|锬)
锭	(錠|锭)
键	(鍵|键)
锯	(鋸|锯)
锰	(錳|锰)
锱	(錙|锱)
锲	(鍥|锲)
锳	(鍈|锳)
锴	(鍇|锴)
锵	(鏘|锵)
锶	(鍶|锶)
锷	(鍔|锷)
锸	(鍤|锸)
锹	(鍬|鍫|锹)
锺	(鍾|鈡|鐘|钟|锺)
锻	(鍛|煅|锻)
锼	(鎪|锼)
锽	(鍠|锽)
锾	(鍰|鐶|锾|镮)
锿	(鎄|锿)
镀	(鍍|镀)
镁	(鎂|镁)
镂	(鏤|镂)
镃	(鎡|镃)
镄	(鐨|镄)
镅	(鎇|镅)
镆	(鏌|镆)
镇	(鎮|鎭|镇)
镈	(鎛|镈)
镉	(鎘|镉)
镊	(鑷|镊)
镋	(鎲|钂|镋)
镌	(鐫|鋑|鑴|镌)
镍	(鎳|镍)
镎	(鎿|镎)
镏	(鎦|镏)
镐	(鎬|镐)
镑	(鎊|镑)
镒	(鎰|镒)
镓	(鎵|镓)
镔	(鑌|镔)
镕	(鎔|熔|镕)
镖	(鏢|鑣|镖|镳)
镗	(鏜|镗)
镘	(鏝|镘)
镙	(鏍|镙)
镚	(錋|鏰|镚|斆|敩|斅|𢽾)
镛	(鏞|镛)
镜	(鏡|镜)
镝	(鏑|镝)
镞	(鏃|镞)
镟	(鏇|镟)
镠	(鏐|鎏|镠)
镡	(鐔|镡)
镢	(钁|镢)
镣	(鐐|镣)
镤	(鏷|镤)
镥	(鑥|镥)
镦	(鐓|镦)
镧	(鑭|镧)
镨	(鐠|镨)
镩	(鑹|镩)
镪	(鏹|镪)
镫	(鐙|镫)
镬	(鑊|镬)
镭	(鐳|镭)
镮	(鐶|鍰|镮|锾)
镯	(鐲|镯)
镰	(鐮|劆|鎌|镰)
镱	(鐿|镱)
镲	(鑔|镲)
镳	(鑣|鏢|镳|镖)
镴	(鑞|镴)
镵	(鑱|镵)
镶	(鑲|镶)
長	(长|長)
长	(長|长)
門	(门|門)
閂	(闩|閂)
閃	(闪|閃)
閆	(閻|闫|閆|阎)
閇	(閉|閇|闭)
閈	(闬|閈)
閉	(閇|闭|閉)
開	(开|幵|開)
閌	(闶|閌)
閍	(𨸂|閍)
閎	(闳|閎)
閏	(闰|閏)
閐	(𨸃|閐)
閑	(闲|閑)
閒	(間|閒|间)
間	(閒|间|間)
閔	(闵|閔)
閘	(闸|閘)
閙	(鬧|閙|闹)
閡	(阂|閡)
関	(闗|關|𨶹|関|关|寡)
閣	(阁|閣)
閤	(合|闔|阖|閤)
閥	(阀|閥)
閧	(哄|鬨|閧)
閨	(闺|閨)
閩	(闽|閩)
閫	(阃|閫)
閬	(阆|閬)
閭	(闾|閭|閭)
閱	(閲|阅|閱)
閲	(閱|閲|阅)
閶	(阊|閶)
閹	(剦|阉|閹)
閻	(閆|闫|阎|閻)
閼	(阏|閼)
閽	(阍|閽)
閾	(阈|閾)
閿	(阌|閿)
闃	(阒|闃)
闆	(板|版|闆)
闇	(暗|晻|闇)
闈	(闱|闈)
闊	(濶|阔|闊)
闋	(阕|闋)
闌	(阑|闌)
闍	(阇|闍)
闐	(阗|闐)
闒	(阘|闒)
闓	(闿|闓)
闔	(閤|阖|合|闔)
闕	(阙|闕)
闖	(闯|闖)
闗	(関|關|闗|𨶹|关|寡)
闘	(鬥|斗|闘|鬦|鬪|鬬|鬭)
關	(关|寡|関|闗|關|𨶹)
闞	(阚|闞)
闠	(阓|闠)
闡	(阐|闡)
闤	(阛|闤)
闥	(闼|闥)
门	(門|门)
闩	(閂|闩)
闪	(閃|闪)
闫	(閆|閻|闫|阎)
闬	(閈|闬)
闭	(閉|閇|闭)
问	(問|问)
闯	(闖|闯)
闰	(閏|闰)
闱	(闈|闱)
闲	(閑|闲)
闳	(閎|闳)
间	(間|閒|间)
闵	(閔|闵)
闶	(閌|闶)
闷	(悶|㥃|懣|闷|懑)
闸	(閘|闸)
闹	(鬧|閙|闹)
闺	(閨|闺)
闻	(聞|闻)
闼	(闥|闼)
闽	(閩|闽)
闾	(閭|闾|閭)
闿	(闓|闿)
阀	(閥|阀)
阁	(閣|阁)
阂	(閡|阂)
阃	(閫|阃)
阄	(鬮|䰗|阄)
阅	(閱|閲|阅)
阆	(閬|阆)
阇	(闍|阇)
阈	(閾|阈)
阉	(閹|剦|阉)
阊	(閶|阊)
阋	(鬩|阋)
阌	(閿|阌)
阍	(閽|阍)
阎	(閻|閆|闫|阎)
阏	(閼|阏)
阐	(闡|阐)
阑	(闌|阑)
阒	(闃|阒)
阓	(闠|阓)
阔	(闊|濶|阔)
阕	(闋|阕)
阖	(閤|闔|合|阖)
阗	(闐|阗)
阘	(闒|阘)
阙	(闕|阙)
阚	(闞|阚)
阛	(闤|阛)
阜	(阝|邑|阜)
阝	(邑|阜|阝)
队	(隊|队)
阡	(仟|千|阡)
阧	(陡|阧)
阨	(厄|呃|阸|戹|阨)
阪	(坂|阪)
阬	(坑|阬)
阮	(阮|阮)
阯	(址|阯)
阱	(汫|穽|阱)
阳	(氜|陽|阳|昜)
阴	(陰|阴|隂)
阵	(陣|阵|陳|𨸬|陈)
阶	(階|堦|阶)
阸	(阨|厄|呃|阸|戹)
阿	(啊|窕|阿)
陀	(陁|陀)
陁	(陀|陁)
际	(際|际)
陆	(陸|六|陆|陸|六)
陇	(隴|陇)
陈	(陳|陈|陣|阵|𨸬)
陉	(陘|陉)
陋	(陋|陋)
降	(夅|降|降)
陏	(隋|陏)
陔	(垓|陔)
陕	(陝|陕|陜|狹|狭)
陗	(峭|陗)
陘	(陉|陘)
陜	(狹|陝|狭|陜|陕)
陝	(陕|陜|陝|狹|狭)
陞	(升|昇|陞)
陡	(阧|陡)
陣	(阵|陳|𨸬|陣|陈)
陥	(陷|陥)
陧	(隉|陧)
陨	(隕|殒|殞|磒|陨)
险	(險|礆|险|険|硷|鹼|堿|碱|鹸|鹻)
陰	(阴|隂|陰)
陳	(陈|陣|陳|阵|𨸬)
陵	(陵|陵)
陶	(匋|陶)
陷	(陥|陷)
陸	(六|陆|陸|陸|六)
険	(險|礆|险|険|硷|鹼|堿|碱|鹸|鹻)
陻	(垔|堙|陻)
陼	(渚|陼)
陽	(昜|氜|阳|陽)
隂	(陰|阴|隂)
隄	(堤|隄)
隆	(隆|隆)
隈	(偎|渨|隈)
隉	(陧|隉)
隊	(队|隊)
隋	(陏|隋)
隍	(堭|隍)
階	(堦|阶|階)
随	(隨|随)
隐	(隠|隱|隐|乚)
隕	(殒|殞|磒|陨|隕)
隖	(塢|坞|鄔|隖|隝|邬)
隙	(郄|郤|隙)
際	(际|際)
隝	(塢|坞|鄔|隖|隝|邬)
隠	(隐|隱|隠|乚)
隣	(鄰|邻|隣|隣)
隤	(墤|𬯎|隤)
隧	(𡑞|隧)
隨	(随|隨)
隩	(𡒃|隩)
險	(礆|险|険|硷|險|鹼|堿|碱|鹸|鹻)
隮	(躋|跻|隮)
隱	(乚|隐|隠|隱)
隲	(騭|隲|骘)
隴	(陇|隴)
隶	(隸|隶|隷|隸)
隷	(隸|隶|隷|隸)
隸	(隶|隷|隸|隸)
隻	(只|子|止|祇|祗|隻)
隼	(鵻|鶽|隼)
隽	(雋|隽)
难	(難|难)
雁	(鳫|鴈|雁)
集	(亼|集)
雇	(僱|雇)
雋	(隽|雋)
雍	(邕|𪪝|雍|雝|廱|簌)
雏	(雛|雏|鶵)
雑	(雜|杂|襍|雑)
雕	(㓮|凋|彫|琱|鵰|雕)
雖	(虽|雖)
雙	(双|雙)
雛	(雏|鶵|雛)
雜	(杂|襍|雑|雜)
雝	(廱|簌|𪪝|雝|邕|雍)
雞	(鳮|鶏|鷄|鸡|雞)
雠	(仇|讎|讐|雠)
離	(离|離|離)
難	(难|難)
雨	(馭|御|雨|驭|禦)
雱	(霶|雱)
雲	(云|雲)
雳	(靂|雳)
零	(零|零)
雷	(雷|雷)
電	(电|電)
雾	(霧|雾)
霁	(霽|霁)
霊	(靈|灵|霊|靈)
霍	(癨|霍)
霓	(蜺|霓)
霜	(孀|霜)
霡	(霢|霡)
霢	(霡|霢)
霥	(濛|霥|靀)
霧	(雾|霧)
霭	(靄|霭)
霰	(䨘|霰)
露	(露|露)
霶	(雱|霶)
霸	(覇|霸)
霽	(霁|霽)
靀	(濛|霥|靀)
靂	(雳|靂)
靄	(霭|靄)
靆	(叇|靆)
靈	(灵|霊|靈|靈)
靉	(叆|靉)
靑	(青|靑)
青	(靑|青)
靓	(靚|靓|靜|静)
靔	(靝|天|靔)
靖	(靖|靖)
静	(靜|静|靚|靓)
靚	(靓|靜|靚|静)
靜	(静|靚|靜|靓)
靝	(天|靔|靝)
面	(麵|面|麪|麫|麺)
靥	(靨|靥)
靦	(腼|覥|靦|觍)
靧	(頮|靧|颒)
靨	(靥|靨)
靭	(韌|肕|靭|靱|韧)
靱	(韌|肕|靭|靱|韧)
靴	(鞾|靴)
鞀	(鞉|鼗|鞀)
鞉	(鞀|鼗|鞉)
鞋	(鞵|𩋘|𩋧|鞋)
鞌	(鞍|鞌)
鞍	(鞌|鞍)
鞏	(巩|鞏)
鞑	(韃|鞑)
鞒	(橇|鞽|鞒)
鞘	(韒|鞘)
鞙	(琄|鞙)
鞝	(绱|緔|鞝)
鞟	(鞹|鞟)
鞦	(鞧|鞦)
鞧	(鞦|鞧)
鞫	(諊|鞫)
鞯	(韉|鞯)
鞲	(韝|鞲)
鞴	(絥|鞴)
鞵	(鞋|鞵|𩋘|𩋧)
鞹	(鞟|鞹)
鞽	(橇|鞒|鞽)
鞾	(靴|鞾)
韁	(繮|缰|韁)
韂	(䩞|韂)
韃	(鞑|韃)
韈	(襪|韤|袜|韈)
韉	(鞯|韉)
韋	(韦|韋)
韌	(肕|靭|靱|韧|韌)
韍	(韨|韍)
韒	(鞘|韒)
韓	(韩|韓)
韙	(韪|韙)
韜	(弢|韬|韜)
韝	(鞲|韝)
韞	(縕|韫|緼|缊|韞)
韤	(襪|韈|袜|韤)
韦	(韋|韦)
韧	(韌|肕|靭|靱|韧)
韨	(韍|韨)
韩	(韓|韩)
韪	(韙|韪)
韫	(韞|縕|韫|緼|缊)
韬	(韜|弢|韬)
韭	(艽|韮|韭)
韮	(韭|艽|韮)
韲	(齏|韲|齑)
韵	(韻|韵)
韻	(韵|韻)
響	(响|響)
頁	(页|頁)
頂	(顶|𩠑|頂)
頃	(顷|頃)
項	(项|項)
順	(顺|順)
頇	(顸|頇)
須	(湏|须|須|鬚)
頉	(頤|頉|頣|颐)
頊	(顼|頊)
頋	(顧|頋|顾)
頌	(颂|頌)
頎	(颀|頎)
頏	(颃|頏)
預	(豫|预|予|預|余|餘|馀)
頑	(顽|頑)
頒	(朌|颁|頒)
頓	(顿|頓)
頗	(颇|頗)
領	(领|領|領)
頚	(頸|頚|颈)
頜	(颌|頜)
頟	(額|頟|额)
頡	(颉|頡)
頣	(頤|頉|頣|颐)
頤	(頉|頣|颐|頤)
頦	(颏|頦)
頫	(俯|頫)
頬	(頰|頬|颊)
頭	(头|頭)
頮	(靧|颒|頮)
頰	(頬|颊|頰)
頲	(颋|頲)
頴	(穎|颕|署|頴|颖)
頷	(颔|頷)
頸	(頚|颈|頸)
頹	(頽|颓|頹)
頻	(频|頻)
頼	(賴|赖|頼)
頽	(頹|頽|颓)
顃	(𩖖|顃)
顆	(颗|顆)
顋	(腮|顋)
題	(题|題)
額	(頟|额|額)
顎	(颚|顎)
顏	(顔|颜|顏)
顒	(颙|顒)
顓	(颛|顓)
顔	(顏|顔|颜)
顕	(顯|显|顕)
顖	(囟|䪿|倖|幸|顖)
願	(愿|𫖸|願)
顙	(颡|顙)
顚	(顛|顚|颠)
顛	(顚|颠|顛)
類	(类|類|𩔗|類)
顢	(颟|顢)
顥	(皓|皝|颢|顥)
顦	(憔|顦)
顧	(頋|顾|顧)
顫	(颤|顫)
顬	(颥|顬)
顯	(显|顕|顯)
顰	(嚬|颦|顰)
顱	(颅|髗|顱|臚|胪)
顳	(颞|顳)
顴	(颧|顴)
页	(頁|页)
顶	(頂|顶|𩠑)
顷	(頃|顷)
顸	(頇|顸)
项	(項|项)
顺	(順|顺)
须	(須|鬚|湏|须)
顼	(頊|顼)
顽	(頑|顽)
顾	(顧|頋|顾)
顿	(頓|顿)
颀	(頎|颀)
颁	(頒|朌|颁)
颂	(頌|颂)
颃	(頏|颃)
预	(預|豫|预|予|余|餘|馀)
颅	(顱|颅|髗|臚|胪)
领	(領|领|領)
颇	(頗|颇)
颈	(頸|頚|颈)
颉	(頡|颉)
颊	(頰|頬|颊)
颋	(頲|颋)
颌	(頜|颌)
颍	(潁|颍)
颎	(熲|颎)
颏	(頦|颏)
颐	(頤|頉|頣|颐)
频	(頻|频)
颒	(頮|靧|颒)
颓	(頹|頽|颓)
颔	(頷|颔)
颕	(頴|穎|颕|署|颖)
颖	(穎|署|頴|颖|颕)
颗	(顆|颗)
题	(題|题)
颙	(顒|颙)
颚	(顎|颚)
颛	(顓|颛)
颜	(顏|顔|颜)
额	(額|頟|额)
颞	(顳|颞)
颟	(顢|颟)
颠	(顛|顚|颠)
颡	(顙|颡)
颢	(顥|皓|皝|颢)
颣	(纇|颣)
颤	(顫|颤)
颥	(顬|颥)
颦	(顰|嚬|颦)
颧	(顴|颧)
風	(凨|风|風)
颭	(飐|颭)
颮	(猋|飇|飑|颮)
颯	(飒|颯)
颰	(𩙥|颰)
颱	(台|檯|臺|颱|儓|枱)
颳	(刮|颳)
颶	(飓|颶)
颷	(𩙪|颷)
颸	(飔|颸)
颺	(飏|颺)
颻	(飖|颻)
颼	(䬒|飕|颼)
颾	(𩙫|颾)
飀	(飗|飀)
飃	(飄|飃|飘)
飄	(飃|飘|飄)
飆	(飙|飆)
飇	(猋|颮|飇|飑)
飈	(飚|飈)
风	(風|凨|风)
飏	(颺|飏)
飐	(颭|飐)
飑	(颮|猋|飇|飑)
飒	(颯|飒)
飓	(颶|飓)
飔	(颸|飔)
飕	(颼|䬒|飕)
飖	(颻|飖)
飗	(飀|飗)
飘	(飄|飃|飘)
飙	(飆|飙)
飚	(飈|飚)
飛	(飞|飛)
飜	(翻|繙|飜)
飞	(飛|飞)
食	(飠|饣|食)
飠	(食|饣|飠)
飡	(餐|喰|飡)
飢	(饑|饥|飢)
飣	(饤|飣)
飤	(飼|飤|饲|飼)
飥	(饦|飥)
飦	(饘|飦|𫗴)
飨	(饗|飨)
飩	(饨|飩)
飪	(䏕|餁|饪|飪)
飫	(饇|饫|飫)
飭	(饬|飭)
飮	(飲|饮|飮)
飯	(飰|饭|飯|飯)
飰	(飯|飰|饭|飯)
飲	(飮|饮|飲)
飴	(饴|飴)
飼	(飤|饲|飼|飼)
飽	(饱|飽)
飾	(餙|餝|饰|飾)
飿	(饳|飿)
餁	(飪|䏕|餁|饪)
餂	(舔|餂)
餃	(饺|餃)
餄	(饸|餄)
餅	(餠|饼|餅)
餉	(饟|饷|餉)
養	(养|養)
餌	(饵|餌)
餍	(饜|餍)
